"state","puma12","puma2k","intptlon","intptlat","pop10","afact","AFACT2"
"FIPS state","puma12","puma2k","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","puma12 to puma2k alloc factor","puma2k to puma12 alloc factor"
"06","03763","06116",-118.187543,33.881857,2,0.000014,0.000015 
"06","03764","06116",-118.120006,33.868499,203,0.001276,0.001551 
"06","03754","06117",-118.026077,33.924558,132846,0.976809,0.998039 
"06","03755","06117",-118.081876,33.933599,222,0.001832,0.001668 
"06","05906","06117",-117.976328,33.926142,39,0.00022,0.000293 
"06","03755","06118",-118.093709,33.879454,546,0.004505,0.003375 
"06","03756","06118",-118.107701,33.872818,6,0.000051,0.000037 
"06","03763","06118",-118.165431,33.851023,878,0.006156,0.005427 
"06","03764","06118",-118.092968,33.853664,158911,0.998712,0.982266 
"06","03765","06118",-118.112324,33.827754,1426,0.010961,0.008814 
"06","05908","06118",-118.063198,33.830911,13,0.000073,0.00008 
"06","03752","06119",-118.208176,33.914148,200,0.001167,0.001275 
"06","03757","06119",-118.229483,33.900694,156629,1,0.998724 
"06","03762","06120",-118.267494,33.832494,112822,1,0.999513 
"06","03763","06120",-118.223623,33.824824,42,0.000294,0.000372 
"06","03767","06120",-118.264525,33.801359,13,0.000073,0.000115 
"06","03765","06121",-118.150717,33.790849,3,0.000023,0.000029 
"06","03766","06121",-118.184804,33.806644,86,0.000841,0.000823 
"06","03767","06121",-118.300838,33.740078,2048,0.011551,0.019596 
"06","03768","06121",-118.356741,33.755868,91364,0.819746,0.874204 
"06","03769","06121",-118.167561,33.799146,11010,0.109373,0.105348 
"06","03760","06122",-118.390111,33.874255,138043,1,0.999985 
"06","03768","06122",-118.379082,33.816311,2,0.000018,0.000014 
"06","03758","06123",-118.317076,33.905339,142878,0.928201,0.999993 
"06","03767","06123",-118.298132,33.856272,1,6E-6,7E-6 
"06","03749","06124",-118.360314,33.943078,4979,0.043793,0.042434 
"06","03758","06124",-118.351239,33.902175,45,0.000292,0.000384 
"06","03759","06124",-118.3497,33.918316,112310,0.993981,0.957182 
"06","03727","06125",-118.433923,34.086366,19,0.000126,0.000085 
"06","03728","06125",-118.483366,34.022574,89736,0.875379,0.400931 
"06","03730","06125",-118.357854,34.075902,3,0.000018,0.000013 
"06","03731","06125",-118.383056,34.0802,68484,0.631777,0.305979 
"06","03748","06125",-118.395015,33.997358,65577,0.368897,0.292991 
"06","03705","06126",-118.649079,34.238674,1604,0.009609,0.014364 
"06","03707","06126",-118.43791,34.289159,23645,0.156624,0.211748 
"06","03725","06126",-118.661568,34.193316,782,0.004642,0.007003 
"06","03726","06126",-118.720786,34.118058,85635,0.843669,0.766885 
"06","11103","06200",-119.182784,34.190106,166423,0.851765,0.869263 
"06","11104","06200",-119.19109,34.223284,8490,0.071122,0.044345 
"06","11105","06200",-119.159503,34.226966,2080,0.017376,0.010864 
"06","11106","06200",-119.152188,34.169264,14460,0.115175,0.075528 
"06","11104","06300",-119.226751,34.275886,104557,0.875892,0.999818 
"06","11105","06300",-119.311286,34.286634,19,0.000159,0.000182 
"06","11101","06400",-118.741762,34.268563,111216,0.982222,0.901096 
"06","11102","06400",-118.634315,34.266078,2,0.000013,0.000016 
"06","11105","06400",-118.724279,34.292137,12205,0.101956,0.098888 
"06","11102","06500",-118.88043,34.191068,126633,0.843798,0.999952 
"06","11106","06500",-118.856886,34.134486,6,0.000048,0.000047 
"06","08303","06601",-119.476613,34.374938,3,0.000015,0.000022 
"06","11103","06601",-119.200544,34.170347,28963,0.148235,0.215017 
"06","11104","06601",-119.170742,34.263625,6325,0.052986,0.046956 
"06","11105","06601",-119.109717,34.373821,96603,0.806988,0.717166 
"06","11106","06601",-119.111772,34.114556,2807,0.022358,0.020839 
"06","11101","06602",-118.707852,34.259181,2013,0.017778,0.014123 
"06","11102","06602",-118.802977,34.185561,23440,0.156188,0.164458 
"06","11105","06602",-118.830676,34.298823,8801,0.073521,0.061749 
"06","11106","06602",-118.985522,34.237937,108275,0.862419,0.75967 
"06","08301","06701",-120.434621,34.930594,121676,1,0.548762 
"06","08302","06701",-120.385789,34.71318,100052,0.975631,0.451237 
"06","08302","06702",-119.927735,34.449718,2499,0.024368,0.012361 
"06","08303","06702",-119.741148,34.427061,199665,0.999985,0.987638 
"06","05908","06801",-118.000015,33.833636,2651,0.014898,0.013755 
"06","05909","06801",-117.960778,33.821027,123360,0.843908,0.640086 
"06","05910","06801",-117.931347,33.838247,55829,0.292966,0.289684 
"06","05912","06801",-117.991213,33.815623,6071,0.036374,0.031501 
"06","05913","06801",-117.918296,33.793557,4813,0.030103,0.024974 
"06","05905","06802",-117.732692,33.854882,10563,0.053495,0.074163 
"06","05906","06802",-117.802286,33.867187,5250,0.02966,0.03686 
"06","05907","06802",-117.880977,33.858685,5652,0.029807,0.039683 
"06","05910","06802",-117.854891,33.841451,119056,0.624753,0.835897 
"06","05911","06802",-117.829365,33.843489,1908,0.013834,0.013396 
"06","05903","06900",-117.885118,33.667788,322,0.00162,0.002935 
"06","05904","06900",-117.870318,33.682302,2,0.00001,0.000018 
"06","05918","06900",-117.914942,33.661355,109393,0.616448,0.997047 
"06","05906","07000",-117.910524,33.905085,842,0.004757,0.006267 
"06","05907","07000",-117.928004,33.879609,133362,0.703315,0.992675 
"06","05910","07000",-117.974934,33.855652,142,0.000745,0.001057 
"06","05909","07100",-117.938205,33.799292,942,0.006444,0.005491 
"06","05912","07100",-118.020276,33.781893,19211,0.115101,0.111989 
"06","05913","07100",-117.945125,33.777352,146292,0.914971,0.8528 
"06","05916","07100",-117.922739,33.750128,5098,0.033624,0.029718 
"06","05912","07200",-118.003254,33.73927,4445,0.026632,0.023418 
"06","05914","07200",-117.999838,33.6938,185365,0.974359,0.976582 
"06","05903","07300",-117.791046,33.639267,11715,0.058935,0.05892 
"06","05904","07300",-117.802034,33.679068,166961,0.833971,0.839725 
"06","05905","07300",-117.767429,33.731163,20152,0.102058,0.101354 
"06","05905","07400",-117.782896,33.822377,5001,0.025327,0.036856 
"06","05910","07400",-117.86954,33.792288,15529,0.081489,0.114443 
"06","05911","07400",-117.830755,33.801856,113884,0.825701,0.839283 
"06","05913","07400",-117.90193,33.790152,1278,0.007993,0.009418 
"06","05913","07501",-117.911507,33.761703,7012,0.043856,0.046232 
"06","05916","07501",-117.905787,33.737204,144657,0.954076,0.953767 
"06","05905","07502",-117.838083,33.753284,6793,0.034402,0.039298 
"06","05911","07502",-117.850975,33.774551,1540,0.011166,0.008909 
"06","05917","07502",-117.867454,33.737918,164526,0.998301,0.951793 
"06","05901","07601",-117.669344,33.487337,174237,0.980556,1 
"06","05902","07602",-117.651077,33.610936,105909,1,0.514238 
"06","05915","07602",-117.60593,33.587427,100044,1,0.485761 
"06","05904","07603",-117.760174,33.685755,33207,0.165869,0.158865 
"06","05905","07603",-117.747674,33.702236,154948,0.784718,0.741282 
"06","05911","07603",-117.799728,33.793027,20592,0.1493,0.098514 
"06","05917","07603",-117.834982,33.742529,280,0.001699,0.00134 
"06","05906","07604",-117.863306,33.908759,170876,0.965363,0.778131 
"06","05907","07604",-117.883595,33.885864,48713,0.256899,0.221828 
"06","05910","07604",-117.821845,33.864407,9,0.000047,0.000041 
"06","03764","07605",-118.050474,33.85161,2,0.000013,0.00001 
"06","05907","07605",-117.975857,33.861366,1892,0.009978,0.009831 
"06","05908","07605",-118.0363,33.827547,175279,0.985029,0.910777 
"06","05909","07605",-118.008493,33.826623,9984,0.068301,0.051878 
"06","05912","07605",-118.023101,33.793678,3681,0.022054,0.019127 
"06","05914","07605",-118.07127,33.719413,1612,0.008473,0.008376 
"06","05909","07606",-117.966588,33.813185,11891,0.081347,0.058192 
"06","05912","07606",-117.990183,33.765695,133497,0.799838,0.653311 
"06","05913","07606",-117.965993,33.759412,492,0.003077,0.002408 
"06","05914","07606",-118.034767,33.75669,3266,0.017168,0.015983 
"06","05916","07606",-117.93251,33.732977,1865,0.0123,0.009127 
"06","05918","07606",-117.952725,33.709883,53328,0.300512,0.260978 
"06","05901","07607",-117.739212,33.498122,3455,0.019444,0.016857 
"06","05903","07607",-117.784822,33.595015,186740,0.939445,0.9111 
"06","05904","07607",-117.864985,33.661758,30,0.00015,0.000146 
"06","05918","07607",-117.930963,33.627855,14736,0.08304,0.071897 
"06","06512","07700",-117.544497,33.851427,35751,0.355855,0.240378 
"06","06513","07700",-117.576296,33.871489,112977,0.777666,0.759621 
"06","06510","07801",-117.437799,33.909424,14045,0.095439,0.110384 
"06","06511","07801",-117.469143,33.926567,111825,0.679539,0.878865 
"06","06512","07801",-117.481493,33.887132,1368,0.013617,0.010752 
"06","06510","07802",-117.347401,33.947194,112252,0.762778,0.658442 
"06","06511","07802",-117.395098,33.968268,51989,0.315927,0.304955 
"06","06512","07802",-117.322983,33.909519,6240,0.062111,0.036602 
"06","06508","07900",-117.226463,33.923114,180958,0.992355,0.93714 
"06","06510","07900",-117.270659,33.942838,12138,0.08248,0.06286 
"06","06505","08001",-117.332258,33.679212,96848,0.550545,0.214155 
"06","06508","08001",-117.179274,33.888406,249,0.001365,0.000551 
"06","06509","08001",-117.277903,33.804375,108383,0.919575,0.239661 
"06","06510","08001",-117.322502,33.977795,7930,0.053886,0.017535 
"06","06511","08001",-117.476362,33.902112,746,0.004533,0.00165 
"06","06512","08001",-117.423793,33.869881,57106,0.568417,0.126275 
"06","06513","08001",-117.568333,33.916985,32300,0.222334,0.071423 
"06","06514","08001",-117.503832,33.984619,148672,1,0.32875 
"06","06503","08002",-117.130331,33.507919,127500,1,0.341014 
"06","06504","08002",-117.19298,33.586827,126833,1,0.33923 
"06","06505","08002",-117.183891,33.700068,79065,0.449455,0.211469 
"06","06506","08002",-117.0873,33.607309,40487,0.274209,0.108287 
"06","06506","08003",-116.968727,33.741863,107163,0.725791,0.408039 
"06","06507","08003",-116.961076,33.879055,144045,1,0.548473 
"06","06508","08003",-117.234131,33.994471,1145,0.006279,0.00436 
"06","06509","08003",-117.139293,33.779849,9479,0.080425,0.036093 
"06","06510","08003",-117.297659,33.967483,797,0.005416,0.003035 
"06","06501","08004",-116.12648,33.502866,6,0.000033,0.000025 
"06","06502","08004",-116.502457,33.797139,131017,1,0.553969 
"06","06515","08004",-116.42403,33.818861,105483,0.702681,0.446006 
"06","06501","08005",-115.993972,33.670358,180212,0.999967,0.801497 
"06","06515","08005",-116.293669,33.714372,44632,0.297319,0.198502 
"06","07310","08101",-117.216174,32.722375,87632,0.524259,0.346091 
"06","07316","08101",-117.145092,32.728095,165573,1,0.653909 
"06","07310","08102",-117.132816,32.585709,1,6E-6,7E-6 
"06","07322","08102",-117.065924,32.572773,134914,1,0.999992 
"06","07302","08103",-116.612426,32.893766,38609,0.330837,0.236717 
"06","07307","08103",-116.890764,32.906488,105535,1,0.647049 
"06","07319","08103",-116.870916,32.689848,18958,0.146089,0.116234 
"06","07320","08104",-116.99476,32.637091,135320,1,0.540083 
"06","07321","08104",-117.070483,32.620831,115234,0.663974,0.459917 
"06","07318","08105",-117.064672,32.697038,155805,1,0.727642 
"06","07321","08105",-117.092403,32.67502,58318,0.336026,0.272357 
"06","07319","08106",-116.993531,32.733824,110778,0.853649,1 
"06","07314","08107",-117.039214,32.770565,6,0.00004,0.000037 
"06","07317","08107",-117.09099,32.751358,163023,0.999883,0.999963 
"06","07313","08108",-116.961172,32.811819,175677,1,0.747797 
"06","07314","08108",-117.02281,32.770708,59196,0.399433,0.251977 
"06","07317","08108",-117.050607,32.766086,19,0.000117,0.000081 
"06","07319","08108",-116.937531,32.770512,34,0.000262,0.000145 
"06","07314","08109",-117.07033,32.813175,88998,0.600526,0.370507 
"06","07315","08109",-117.173985,32.802385,151208,1,0.629493 
"06","07310","08110",-117.248803,32.812545,75375,0.450931,0.545792 
"06","07312","08110",-117.218392,32.86481,62727,0.570157,0.454208 
"06","07309","08111",-117.146575,32.983654,533,0.003297,0.003267 
"06","07310","08111",-117.262941,32.957295,4146,0.024803,0.025415 
"06","07311","08111",-117.186202,32.940008,111161,1,0.681426 
"06","07312","08111",-117.130566,32.915313,47290,0.429842,0.289891 
"06","07308","08112",-117.064231,32.970479,124735,1,0.64858 
"06","07309","08112",-117.114697,32.997523,67585,0.418105,0.351419 
"06","07304","08113",-117.286876,33.133433,114712,1,0.551834 
"06","07309","08113",-117.257355,33.043664,93162,0.576333,0.448166 
"06","07302","08114",-117.047426,33.264598,30788,0.263819,0.158848 
"06","07305","08114",-117.121017,33.124621,25563,0.221292,0.13189 
"06","07306","08114",-117.067731,33.127626,137469,1,0.709261 
"06","07301","08115",-117.2453,33.27723,2,0.00001,8E-6 
"06","07302","08115",-117.226591,33.361307,47302,0.405326,0.1987 
"06","07303","08115",-117.237386,33.200208,100433,0.93888,0.421886 
"06","07305","08115",-117.171005,33.143455,89954,0.778708,0.377867 
"06","07309","08115",-117.21303,33.097494,366,0.002264,0.001537 
"06","07301","08116",-117.338264,33.235997,190632,0.999989,0.966831 
"06","07302","08116",-117.260022,33.328082,2,0.000017,0.00001 
"06","07303","08116",-117.255056,33.239504,6538,0.061119,0.033159 
"06","02500","08200",-115.534587,32.841102,174528,1,1 
