czone,cty_fips,cty_pop,cty_labf
11304,51683,27957,16466
11304,51685,6734,3880
402,51690,16162,7859
2500,51700,170045,89522
2000,51710,261229,14180
11203,51720,4247,1662
2400,51730,38386,17896
2500,51735,11005,5938
2000,51740,103907,48845
16600,51750,15940,6727
2400,51760,203056,10302
16600,51770,96397,48142
16600,51775,23756,12384
2200,51780,6997,3294
17300,51790,24461,11622
2000,51800,52141,24583
2000,51810,393069,22524
17300,51820,18549,9055
2500,51830,11530,5257
17502,51840,21947,11994
38501,53001,13603,6232
38401,53003,17605,7774
39100,53005,112560,55932
38502,53007,52250,24982
39303,53009,56464,22942
38801,53011,238053,11823
39100,53013,4024,1831
38700,53015,82119,37025
38502,53017,26205,12725
38602,53019,6295,2760
39100,53021,37473,17113
38401,53023,2248,994
38501,53025,54758,24207
38700,53027,64175,26978
39400,53029,60195,29747
39303,53031,20146,8296
39400,53033,1507319,85666
39400,53035,189731,94888
39000,53037,26725,12845
38802,53039,16616,7236
39400,53041,59358,25539
38601,53043,8864,3777
39400,53045,38341,15397
38602,53047,33350,15185
38700,53049,18882,7442
38601,53051,8915,3347
39400,53053,586203,29328
39301,53055,10035,4610
39400,53057,79555,36438
38801,53059,8289,3725
39400,53061,465642,24670
38601,53063,361364,17374
38602,53065,30948,13013
39400,53067,161238,82210
38700,53069,3327,1597
39100,53071,48439,22752
39302,53073,127780,64846
38402,53075,38775,18008
39000,53077,188823,86041
16701,54001,15699,5980
17400,54003,59253,29362
16901,54005,25870,8541
16802,54007,12998,4846
15500,54009,26992,11697
17100,54011,96827,42697
16902,54013,7885,2815
16901,54015,9983,2940
16702,54017,6994,2704
16801,54019,47952,16656
16802,54021,7669,2696
17501,54023,10428,4762
16801,54025,34693,14941
17502,54027,16498,7091
15500,54029,35233,15526
17501,54031,10977,5129
16702,54033,69371,28825
15300,54035,25938,10756
17400,54037,35926,18540
16901,54039,207619,94430
16703,54041,17223,7119
16901,54043,21382,7054
16901,54045,43032,14511
11202,54047,35233,9526
16702,54049,57249,23655
15600,54051,37356,15675
15800,54053,25178,9869
11201,54055,64980,26184
17501,54057,26697,11862
17000,54059,33739,9949
16702,54061,75509,35691
16600,54063,12406,5152
17400,54065,12128,5605
16802,54067,26775,9942
15600,54069,50871,23721
17200,54071,8054,3666
15300,54073,7546,3071
16701,54075,9008,3968
16702,54077,29037,11776
16901,54079,42835,19460
16801,54081,76819,28469
16701,54083,27803,11328
15300,54085,10233,4251
16902,54087,15120,5778
16801,54089,14204,4568
16702,54091,15144,6049
16701,54093,7728,3213
15600,54095,9796,3991
16703,54097,22867,9266
17100,54099,41636,16344
16802,54101,10729,3322
15600,54103,19258,7627
15300,54105,5192,2147
15300,54107,86915,40446
11202,54109,28990,8843
22700,55001,15682,6313
21001,55003,16307,7345
21101,55005,40750,19772
21001,55007,14008,6405
22601,55009,194594,10412
22800,55011,13584,6776
21102,55013,13084,5732
22500,55015,34291,18143
22800,55017,52360,25474
22700,55019,31647,14751
23100,55021,45088,22911
23000,55023,15940,7580
23100,55025,367085,21524
24100,55027,76559,38034
22601,55029,25690,12730
26002,55031,41758,19626
22800,55033,35909,18121
22800,55035,85183,43493
11402,55037,4590,2114
22500,55039,90083,46877
21004,55041,8776,3629
23000,55043,49264,24488
23000,55045,30339,16195
22500,55047,18651,9179
23100,55049,20150,10746
21003,55051,6153,2642
22800,55053,16588,7898
24100,55055,67783,36664
22900,55057,21650,10201
24000,55059,128181,64569
22601,55061,18878,9660
22900,55063,97904,52578
23000,55065,16076,8102
22602,55067,19505,8788
22700,55069,26993,13275
22400,55071,80421,40468
22700,55073,115400,60160
11402,55075,40548,18623
23100,55077,12321,5530
22602,55078,3890,1224
24100,55079,959275,48056
22900,55081,36633,17747
22601,55083,30226,14149
21004,55085,31679,14922
22500,55087,140510,74152
24100,55089,72831,40203
22800,55091,7107,3293
21501,55093,32765,18181
21102,55095,34773,16574
22700,55097,61405,31794
21001,55099,15600,7127
24000,55101,175034,89522
23100,55103,17521,8473
24000,55105,139510,72383
21101,55107,15079,6860
21501,55109,50251,26817
23100,55111,46975,24491
21101,55113,14181,5932
22602,55115,37157,17792
22400,55117,103877,54393
22700,55119,18901,9340
22800,55121,25263,12631
22900,55123,25617,12161
21004,55125,17707,7720
24000,55127,75000,39722
21101,55129,13772,6149
24100,55131,95328,52170
24100,55133,304715,16953
22500,55135,46104,22214
22500,55137,19385,8729
22500,55139,140320,73654
22700,55141,73605,36447
28704,56001,30797,15761
34301,56003,10525,4518
34601,56005,29370,15327
34602,56007,16659,8031
34603,56009,11128,5475
34601,56011,5294,2511
34303,56013,33662,15206
27703,56015,12373,5887
34302,56017,4809,2336
34304,56019,6145,3060
27702,56021,73142,38663
36404,56023,12625,5349
34603,56025,61226,30471
34604,56027,2499,1137
34301,56029,23178,11535
27703,56031,8145,3791
34304,56033,23562,11508
36404,56035,4843,2417
36404,56037,38823,19123
36303,56039,11172,6765
36404,56041,18705,8839
34302,56043,8388,3963
34601,56045,6518,3181
